Geneid	4N_ZFP821_WT_RNA_seq_rep1	4N_ZFP821_WT_RNA_seq_rep2	4N_ZFP821_KO_RNA_seq_rep1	4N_ZFP821_KO_RNA_seq_rep2
Gpn1	548	566	746	786
4930548H24Rik	29	32	63	58
Zfp512	897	975	1330	1236
Gm36182	14	15	9	20
Gm40275	1	2	3	1
Gm19457	42	34	28	34
Gckr	7	6	20	8
Fndc4	8	13	21	35
Ift172	27033	28749	30754	27896
Krtcap3	141	188	280	254
Nrbp1	2079	2143	3580	3721
Ppm1g	15370	16276	21747	20541
Zfp513	517	466	811	662
Snx17	1235	1252	1926	1590
Eif2b4	2926	3059	4224	3842
Gtf3c2	1493	1602	2704	3184
Mpv17	92	84	160	200
Ucn	1	6	9	2
Gm15469	231	259	247	267
Trim54	109	134	168	192
Dnajc5g	3599	3928	3729	3506
Slc30a3	4821	4999	5722	5058
Gm38601	8	13	10	10
Cad	1908	2028	3526	4048
Atraid	239	274	359	357
Slc5a6	178	192	426	469
Tcf23	2	7	5	9
Preb	1624	1787	2985	2701
Abhd1	9	17	30	34
Cgref1	2	7	17	16
Khk	52	40	95	78
Emilin1	18	29	63	46
Ost4	1290	1312	1885	1818
Agbl5	43289	46257	48301	44130
n-TAagc15	2	2	3	1
n-TYgta9	3	7	10	8
Gm35795	1537	1669	1931	1828
Tmem214	9834	10367	16183	12787
Mapre3	2900	2950	3486	3167
Gm46907	54	43	110	65
Dpysl5	362	358	441	459
Gm18389	0	0	0	2
LOC115490283	0	0	5	5
Cenpa	306	301	588	877
Slc35f6	2229	2186	2815	2439
Mir5625	0	0	0	0
Kcnk3	5	2	5	3
Gm9899	1	2	3	6
Gm40272	8	5	6	5
Cib4	66	91	62	84
Fam166c	455	389	419	458
Otof	7	13	7	10
Drc1	5702	6254	6828	6840
Gm16288	0	0	1	2
Selenoi	1507	1554	1398	1458
Adgrf3	72	93	61	71
Mir1960	1	1	2	8
Hadhb	4840	5319	6016	5572
Hadha	11208	12274	15077	15162
Garem2	49	59	116	172
3110082J24Rik	1	1	3	6
Gm21019	2	0	0	1
Gm4961	3	8	14	9
Tyms	134	170	251	328
Il6	0	0	0	0
A230098N10Rik	7	0	8	9
Gm1969	0	0	2	0
Gm2213	0	0	1	0
Gm5552	0	0	2	0
Dnajb6	15229	16029	16822	17116
Gm5129	394	364	421	406
Gm43117	0	2	0	0
Gm42245	0	0	0	0
Ube3c	6948	7318	7977	8671
Gm6083	0	0	1	0
Gm24538	0	0	0	0
Mnx1	3	0	1	5
Nom1	801	932	1425	1405
Gm36086	0	0	0	1
Gm42244	8	4	17	21
Lmbr1	1825	2054	2273	2209
Rnf32	12354	13586	12959	12675
Gm35881	0	0	0	0
Gm35688	3	1	0	3
Gm42243	3	1	1	0
Gm52839	0	0	0	0
Gm10290	0	1	0	0
9530036O11Rik	3	2	0	3
Shh	5	1	3	9
Rbm33	4732	5103	4998	5145
Gm35602	105	87	141	126
Gm35524	12	15	22	16
Cnpy1	1	4	3	6
Gm35395	0	0	0	2
Gm42242	0	0	0	0
Gm52808	0	0	0	0
En2	131	115	150	72
Gm35055	20	18	28	13
Insig1	993	963	1404	1851
Gm26608	0	3	3	8
Gm35223	0	1	0	2
Gm4865	0	1	0	0
Gm17695	743	783	569	861
Gm5551	1	0	1	3
Htr5a	0	0	0	0
Gm20239	0	0	0	0
Paxip1	2080	2247	2665	2755
Gm16058	0	0	0	0
Gm52769	2	1	0	1
Speer4b	77	77	75	100
Gm29784	0	0	0	0
Dpp6	27	39	25	29
4930584F24Rik	166	137	144	141
Gm34536	0	0	0	0
Gm18957	0	0	0	0
Gm7361	66	68	49	94
Gm34067	0	0	1	2
Gm46906	0	0	0	2
Gm10220	38	31	28	25
Gm46905	0	0	0	0
5031410I06Rik	4	6	4	10
Gm52807	0	1	2	3
Gm10471	10	10	11	9
Gm6089	3	2	1	7
Gm7347	29	26	24	45
Speer4a	22	13	23	37
Gm5862	10	3	3	8
Gm5067	7	8	10	8
Gm1979	10	12	13	13
Gm21698	6	7	12	20
Gm21680	6	4	4	12
Gm21168	8	12	15	7
Gm21671	0	1	2	2
Gm21663	12	14	22	18
Gm21655	5	4	2	18
Gm42237	7	8	5	8
Actr3b	109	99	189	226
Xrcc2	919	1024	1220	1061
Gm10062	0	0	0	1
Gm42234	3	1	0	1
Gm42235	0	0	0	3
Gm46903	2	0	1	3
1700096K18Rik	218	209	246	202
Cct8l1	312	262	266	281
Gm22656	2	1	9	1
4831440E17Rik	69	71	124	78
Gm18343	0	0	0	0
Hspe1-ps3	0	0	0	0
Kmt2c	1733	1821	2293	2327
Galnt11	209	188	323	471
Galntl5	1029	1150	1119	1274
Gm33836	13	13	16	19
Gm19088	0	0	0	0
LOC115490109	13	12	23	14
2900005J15Rik	101	105	164	95
Gm42232	89	90	111	112
1500035N22Rik	13	9	9	12
Gm52767	2	0	0	0
Prkag2os1	27	37	15	19
Prkag2	9920	10468	11967	11986
Rheb	1144	1149	1147	1266
Gm33591	1	0	2	2
Crygn	0	0	3	3
Gm42231	1	3	2	6
Wdr86	76	100	76	76
Nub1	2806	2870	3678	3910
1700022A21Rik	373	339	480	453
Smarcd3	52	54	169	185
Mir671	0	0	0	0
Chpf2	459	497	885	706
Gm10221	3	4	22	15
Abcf2	8703	9319	12303	10931
Iqca1l	403	413	361	444
Asb10	2	0	0	2
Gbx1	0	2	1	3
Agap3	1519	1782	2217	2315
Tmub1	44	54	89	96
Fastk	4970	5230	7587	6320
LOC115490257	3	1	3	1
Slc4a2	418	454	844	925
Asic3	37	31	46	38
Cdk5	136	118	250	286
Abcb8	3132	3359	4413	3675
Atg9b	66	79	109	109
Gm15587	14	25	17	19
Nos3	83	81	110	85
Kcnh2	131	128	165	212
Gm15589	0	0	1	1
Gm33476	0	0	1	3
Gm9836	2	4	3	4
Gm43828	24	17	17	19
Gm5575	0	0	0	0
Nupl2	1506	1726	1839	1614
Gm3724	0	0	6	3
Klhl7	1972	2034	1807	2195
Gm18038	0	0	0	0
Gm6745	18	26	35	46
Fam126a	9003	9954	8974	8853
Gm9534	43	19	21	24
Snord93	0	1	3	6
2700038G22Rik	21	30	49	66
Gm42228	4	0	7	6
Tomm7	1709	1707	2351	2147
Gm22054	2	0	3	0
4933427G23Rik	39	77	52	51
Rint1	675	717	977	963
Pus7	248	257	432	743
Gm50451	0	0	2	1
Gm42226	38	40	64	122
AI506816	7	5	5	10
Srpk2	5889	6203	5655	5786
Kmt2e	5075	5256	4520	4716
5031425E22Rik	397	424	631	551
Gm17434	236	231	219	293
Gm3668	0	3	4	1
Gm6564	0	0	0	0
Lhfpl3	168	137	232	215
A930003O13Rik	0	0	4	0
Gm6560	1	1	17	7
Gm32711	0	0	0	0
Gm9523	2	1	3	4
Gm24512	0	0	0	0
Rpl17-ps5	2	0	4	11
Gm9057	30	40	42	46
Gm42225	1	0	4	1
6030443J06Rik	656	637	626	651
Gm22887	6	3	7	9
Gm15421	9	16	30	29
Orc5	2605	3087	2784	2821
Gm25459	0	0	0	0
Gm42223	0	0	0	0
LOC115490264	0	0	0	0
Dnaja1-ps	2	1	4	1
Gm16111	0	0	0	0
Reln	983	1101	1376	2081
Slc26a5	1	5	5	9
Psmc2	9081	9357	9257	8717
Dnajc2	4358	4680	5243	5726
Gm15715	0	0	0	0
Pmpcb	7873	8576	8799	8063
Gm15719	1	0	0	1
Gm51277	3	3	3	1
Napepld	2697	2807	2473	2627
Armc10	120	155	225	299
Gm8539	26	30	32	29
Gm6543	0	0	1	0
Lrrc17	168	179	194	167
Fbxl13	1199	1303	821	1018
Fam185a	231	248	235	309
Fgl2	90	119	79	126
LOC108169029	0	6	2	0
Ccdc146	2374	2610	2225	2418
Gsap	42	47	36	52
Gm42222	0	0	0	0
Gm18830	0	0	0	2
Rpl31-ps21	0	0	0	0
Gm22490	0	0	0	0
Gm52774	0	0	0	0
Gm42221	24	16	24	27
Ptpn12	989	980	1298	1471
A630072M18Rik	253	299	393	307
Rsbn1l	509	519	582	767
Tmem60	2261	2338	2367	2352
Gm42219	0	0	0	2
Rpl31-ps5	1	0	0	1
Gm52806	7	6	11	3
Phtf2	465	527	718	958
Gm52763	4	3	6	8
Gm3544	1	0	1	0
Gm52764	0	0	1	2
Gm25761	0	0	0	0
Gm23570	0	0	0	0
Gm52765	156	145	225	189
Gm52766	0	0	0	0
Gm25335	0	0	0	0
Gm21009	0	0	0	2
Magi2	2096	2166	2378	2245
Gm32102	0	1	3	6
4921504A21Rik	511	486	616	578
Gm23822	0	0	0	0
Gm17889	0	0	0	0
Gm31752	118	106	79	110
Gm3527	24	24	18	22
Gnai1	217	208	316	419
Gnat3	0	2	0	0
Gm31612	0	0	0	0
Cd36	9	18	27	10
Sema3c	42	40	48	51
Gm31555	0	0	1	1
Gm7047	0	0	0	0
Speer4f1	37	37	51	85
Speer4f2	52	51	55	61
Gm6673	0	0	0	0
Gm28710	30	20	24	17
Gm8991	0	2	0	3
Gm52773	0	1	0	0
Gm31113	16	11	19	15
Hgf	3	6	8	7
Gm8984	0	0	0	0
Gm43000	1	0	0	0
Cacna2d1	139	113	147	178
Gm3510	9	9	17	24
4930519H02Rik	127	122	112	111
Gm52852	0	0	0	0
Speer4c	22	12	24	31
4930572O03Rik	7	6	10	13
Gm17019	35	26	37	66
Gm10354	27	28	41	41
Speer8-ps1	98	126	126	91
Speer4e	15	22	33	28
Gm9758	27	12	25	30
Gm52805	35	18	29	37
Gm18668	0	0	0	0
Pclo	110	107	210	216
Sema3e	11	12	23	12
Dnd1-ps	0	0	2	1
Gm35702	0	1	0	0
Gm8968	0	0	0	0
Gm6650	97	83	103	108
Speer3	33	30	28	34
4930568A13Rik	139	131	218	194
Gm6647	46	53	36	52
Gm4751	1	1	0	2
Gm52804	0	0	0	0
Sema3a	8	13	5	8
Gm10108	1	0	1	1
Gm6641	1	0	2	0
Gm10481	0	0	0	1
Gm42580	0	0	0	0
Gm8925	0	0	0	0
Sema3d	2	3	2	2
Gm8953	0	0	0	0
Gm5288	2	0	0	0
4933402N22Rik	495	520	650	519
Gm43131	115	135	176	149
Gm34493	37	36	67	59
Gm29755	0	1	2	1
Gm6465	153	133	215	224
Gm8929	0	0	0	0
Gm43132	134	140	193	183
Gm8926	177	182	302	315
1700003C15Rik	67	48	87	89
Gm8924	0	0	0	0
LOC108169027	149	162	193	156
Gm8922	3	10	9	5
Gm33847	27	28	44	51
Gm8920	0	0	0	0
Gm6460	2	0	0	0
Gm21040	0	0	0	0
Gm8906	188	192	282	283
4930437M23Rik	310	300	289	311
Gm29745	0	0	0	0
Gm52803	5	4	8	4
Gm8897	26	46	44	47
Gm8896	0	0	1	0
1700108N06Rik	233	271	252	261
Speer1	1272	1470	1915	1622
Gm32877	369	388	385	348
Gm8891	0	0	0	0
Gm8890	232	237	234	181
Gm33093	63	54	71	50
Gm29743	0	0	0	0
Gm4047	220	250	202	196
Gm5861	91	121	195	169
Gm3360	0	0	1	0
Gm32554	252	298	262	289
Gm8879	305	310	292	310
4930558F17Rik	36	44	43	52
Gm8874	0	0	1	0
Gm8871	0	1	3	3
Gm8861	0	0	0	0
Gm8857	246	229	373	352
Gm43358	33	42	53	42
Gm3321	1	0	0	1
Gm32266	154	126	138	127
Gm6455	174	212	367	315
Gm42834	0	0	0	0
Gm4959	1	0	1	0
Gm31831	26	17	16	33
Gm3313	0	3	2	1
Gm5152	35	67	43	46
Gm5715	0	0	0	0
Gm6586	3	5	3	2
Gm35139	0	0	0	0
Gm23312	0	0	0	0
Grm3	4	3	6	5
Mir879	0	0	0	0
Elapor2	93	102	133	195
Gm7332	15	34	33	37
Gm24666	2	5	5	11
Gm46901	372	409	396	400
Dmtf1	1518	1539	1456	1736
Tmem243	313	281	336	390
Gm31449	11	9	3	7
Gm40264	4	2	1	0
Gm15610	2	5	9	11
Crot	607	679	807	858
Gm31388	57	58	65	61
Gm17936	0	0	2	0
Abcb4	184	182	196	138
Abcb1b	9	5	17	19
Gm5106	2	1	0	0
Gm31157	0	0	0	0
Abcb1a	22	23	17	30
Rundc3b	472	436	776	794
Slc25a40	333	446	400	417
Dbf4	2012	2286	2631	3208
Gm18037	0	0	0	0
Gm23993	0	0	0	0
Gm21759	41	39	31	32
Adam22	410	446	458	525
Gm15730	0	0	0	0
Sri	30	30	47	50
Gm15731	0	0	0	0
Gm52802	0	0	0	0
Steap4	5	3	7	4
Gm30835	0	0	0	1
Gm8802	0	0	2	2
Gm4960	0	0	0	0
Tex47	1217	1253	890	1001
Tubb4b-ps1	237	255	195	226
Gm24525	0	0	0	2
Gm52801	0	0	0	0
Zfp804b	7	2	0	3
Gm5714	0	0	0	0
Gm3203	0	0	1	0
Gm24686	0	0	0	0
Gm23838	0	0	0	0
Gm5984	8	6	3	9
Gm38697	1	0	2	9
Gm15459	20	11	51	74
Gm46900	0	2	1	1
Steap1	73	94	155	142
Steap2	945	959	789	821
Gm40262	17	19	25	21
Cfap69	6334	6813	6708	7037
Gm8773	0	1	1	0
Gtpbp10	511	519	722	824
Cldn12	466	477	554	662
Gm30325	61	59	25	65
Pttg1ip2	287	284	223	228
Gm30151	0	0	0	1
Gm22897	0	0	4	1
Cdk14	1285	1361	1161	1354
Fzd1	172	150	226	184
Gm40261	1	2	2	3
Mterf1b	91	110	121	111
Cyp51	709	738	809	982
Gm40260	2	4	1	5
Wdr46-ps	0	5	11	22
Gm51438	207	215	235	349
Akap9	987	1079	1363	2049
Rps4x-ps	0	0	0	0
Mterf1a	121	155	208	176
Lrrd1	116	149	107	119
Krit1	1674	1842	1691	1776
Ankib1	3838	4075	4054	4323
Tmbim7	14100	15208	13928	13245
LOC108169020	162	195	178	176
Gatad1	5436	5588	5861	5476
Pex1	465	518	664	734
Rbm48	438	419	512	525
1700109H08Rik	220	227	204	210
Fam133b	1187	1182	1205	1497
Gm29868	0	1	2	1
Cdk6	1369	1457	1553	1620
Gm36470	2	12	7	16
Gm36548	2	2	3	11
Gm15772	26	29	66	79
Gm18985	0	0	0	0
Gm3053	2	0	2	2
Gm8706	0	0	0	0
Gm18187	0	0	0	0
V1rg10	0	0	0	0
Cd99	1	7	14	21
Gm9615	0	0	0	0
Gm1987	0	0	0	0
Gm2023	0	0	0	0
Gm2192	19	40	51	35
LOC108168680	14	13	13	22
LOC105247291	0	0	0	0
Gm2002	0	0	0	0
Gm2506	0	0	0	0
LOC100862043	0	0	0	0
LOC102640693	0	0	0	0
LOC108168678	0	0	0	0
4933409K07Rik	65	98	166	175
Gm13309	0	0	0	0
Gm7819	141	156	261	227
LOC108168679	0	0	0	0
Ccl21c	0	0	0	0
Ccl19-ps3	0	0	0	0
LOC100861978	0	0	1	0
LOC100861969	0	0	0	0
LOC105247290	0	0	0	0
LOC100041599	0	0	0	0
LOC101055676	0	0	0	0
LOC100041593	0	0	0	0
LOC115489315	0	0	0	0
LOC100043921	0	0	0	0
LOC100862220	0	0	0	1
LOC100862324	0	0	0	0
LOC102636841	0	0	0	0
Gm2172	0	0	0	0
LOC100041536	0	0	0	3
LOC100043918	0	0	0	0
LOC100041516	240	262	267	285
LOC115489314	0	0	1	0
LOC100041504	0	0	0	0
Vmn2r122	4	3	2	8
LOC115489313	0	0	0	0
LOC115489312	8	9	0	1
Dhrsx	1973	1994	2090	1970
Vmn2r125	5	1	1	2
Vmn2r129	1	5	0	2
Samd11	3	8	14	12
Gm52691	1	0	0	0
Noc2l	561	599	1024	1446
Mir7658	0	0	0	0
Klhl17	1342	1452	1650	1368
Plekhn1	1345	1461	1754	1507
Gm46877	2	1	4	7
AW011738	1	3	0	6
Perm1	3	1	2	0
Isg15	0	1	1	1
Gm46878	2	2	8	12
Agrn	478	521	1035	1460
Rnf223	43	48	65	42
9430015G10Rik	3296	3572	4268	3874
Gm52714	3	4	2	0
Mir200b	0	0	0	0
Mir200a	0	0	0	0
Mir429	0	0	0	0
Gm13648	2	0	1	1
Ttll10	1074	1247	1269	1279
Tnfrsf18	0	0	0	0
Gm25982	0	0	0	0
Gm16008	0	1	2	1
Tnfrsf4	36	55	49	44
Sdf4	3487	3768	6423	5876
B3galt6	214	235	312	367
Gm42365	13	4	32	26
C1qtnf12	66	74	115	107
Ube2j2	4733	5023	6000	6081
Gm20552	26	27	45	37
Acap3	764	814	1233	1203
Pusl1	438	448	576	574
LOC115489960	23	33	32	32
Ints11	1166	1197	1685	1729
Cptp	6504	6979	7097	6628
Tas1r3	78	90	150	149
Dvl1	15717	16876	19350	15599
Mxra8	4805	5228	6093	5560
Aurkaip1	1870	2017	3330	2774
Ccnl2	1939	2046	2720	2944
Mrpl20	1187	1187	2306	2025
Ankrd65	0	0	1	2
Tmem88b	17	15	30	18
Vwa1	139	157	181	165
Atad3aos	94	102	208	150
Atad3a	522	608	897	981
Tmem240	31	30	20	21
1500002C15Rik	177	227	332	298
Gm22573	1	0	0	0
Ssu72	986	1020	1247	1069
Fndc10	19	24	20	29
Mib2	2425	2558	3026	2339
Mmp23	5	5	9	7
Cdk11b	2462	2504	3449	3365
Gm16023	156	164	215	203
Slc35e2	411	488	649	633
Nadk	2839	2925	3245	3119
Gm13171	0	0	0	0
Gnb1	6443	6730	6913	7104
Tmem52	96	83	114	113
5830444B04Rik	13	11	24	19
Cfap74	8128	8679	9532	8822
Gabrd	1	1	0	1
Prkcz	231	266	337	337
Faap20	178	192	275	330
Gm33187	0	1	1	0
Gm52713	2	0	1	5
Gm42364	1	0	1	1
Ski	428	488	913	1119
Morn1	1714	1887	2919	2339
Rer1	1818	2126	2445	2241
Pex10	100	97	212	174
Plch2	80	73	127	151
Gm42363	51	62	107	102
Pank4	833	900	1186	1132
Hes5	8	8	25	22
Tnfrsf14	0	0	1	1
Gm52690	3	12	16	18
Prxl2b	4	7	12	9
Mmel1	1092	1208	1197	1228
Gm13112	51	68	43	50
Ttc34	2157	2355	2832	2379
Actrt2	955	968	1138	1200
Gm13110	36	29	35	27
Prdm16os	0	0	4	3
5930403L14Rik	7	6	14	27
Gm52689	1507	1632	1594	1700
Gm13133	1	0	0	0
Gm52688	0	0	0	0
Prdm16	73	134	172	222
Gm52687	4	3	7	3
Arhgef16	12	7	18	29
Gm13132	2	2	1	5
Megf6	134	121	435	374
Tprgl	11672	12402	12623	11640
Wrap73	810	912	1237	1187
Gm26036	0	0	0	0
Trp73	13	13	10	15
Ccdc27	303	296	326	367
Smim1	34	52	68	80
Lrrc47	4170	4211	4416	4610
Gm31566	38	48	55	54
Cep104	5529	6123	7148	6599
Dffb	284	299	375	307
A430005L14Rik	2309	2507	3599	3008
BC039966	173	185	302	234
Gm25880	0	0	0	0
Gm31353	17	34	12	11
Gm31239	0	0	0	0
Gm42360	0	2	1	2
Gm31180	0	0	0	0
Gm31118	0	0	0	0
Gm42359	0	0	0	0
Gm42358	0	0	0	0
Ajap1	0	2	6	7
Gm31055	1	3	3	4
Gm30911	0	2	1	0
Gm30851	0	0	0	0
Gm833	0	0	0	0
Gm13172	0	0	0	0
Gm30734	0	2	2	5
Nphp4	1515	1681	1839	1725
Kcnab2	637	653	911	889
Chd5	2427	2342	2424	2857
Rpl22	1569	1566	2277	2445
9430083M05Rik	70	62	74	59
Rnf207	5	12	8	6
Icmt	8716	9037	10859	9425
Hes3	24	34	31	17
Gpr153	63	54	103	101
Acot7	21482	22312	27133	23765
Gm30622	1	0	1	2
Hes2	0	0	1	3
Gm13077	3	2	6	4
Gm17852	14	15	28	24
Espn	624	628	822	888
Tnfrsf25	0	4	12	13
Plekhg5	178	228	301	481
Nol9	714	788	1167	1322
Tas1r1	108	134	93	111
Zbtb48	1053	1118	1600	1371
Klhl21	2353	2419	3173	3455
Phf13	6665	6929	8866	8504
Thap3	33	25	65	73
Dnajc11	1818	2057	2625	2396
9230110K08Rik	71	100	101	90
Gm42357	4	4	7	6
Gm52710	295	323	359	299
Gm52712	1	6	0	3
Gm38442	4	3	12	5
Gm30344	0	0	0	0
Gm52711	7	2	9	3
Gm46899	0	0	3	5
Gm52709	8	7	6	7
Gm33415	2	0	1	0
Gm42354	1	0	2	1
Trmt112-ps2	0	2	9	9
Gm42351	34	38	119	93
Gm15969	0	0	2	2
Gm32603	0	0	0	0
Gm13207	0	1	0	0
Gm13148	0	2	2	0
Gm13136	245	264	233	311
Gm13155	0	0	0	0
Gm13141	0	0	0	0
Vmn2r-ps20	0	4	4	4
Vmn2r-ps19	6	2	7	27
Zfp982	301	284	194	173
Gm13161	3	4	10	6
Gm46898	4	2	5	2
Gm13144	0	0	0	0
Gm13135	315	314	379	378
Gm13158	1	1	1	0
Gm13146	101	100	155	114
Zfp991	924	978	659	755
Vmn2r-ps18	9	10	16	12
Zfp978	14	13	20	17
Gm13142	9	7	41	41
Gm13160	9	14	30	16
Gm13153	0	0	0	0
Gm46895	0	0	0	0
Gm13149	0	0	0	0
Gm13140	99	114	119	139
Gm20760	22	22	52	53
Gm21411	2	0	1	1
Gm21082	0	0	1	0
Gm46896	0	0	0	0
Gm20875	3	2	3	13
Gm30681	28	39	43	48
LOC115486238	361	340	297	330
Gm13240	0	0	0	0
Gm13233	0	0	0	0
Gm13237	0	0	0	3
1700095A21Rik	138	166	83	100
Zfp993	7	12	9	24
Zfp981	0	0	0	0
Gm13241	0	0	0	0
Vmn2r-ps16	971	1078	1080	1085
Gm13034	131	144	198	231
Gm13246	0	0	0	0
Znf41-ps	2056	2224	1560	1639
Gm13243	0	0	0	0
Gm13244	0	0	0	0
Gm13232	0	0	0	0
Vmn2r-ps15	28	39	39	50
Gm26763	64	77	49	54
Gm13239	0	0	0	0
Zfp980	0	1	0	1
Gm13249	0	0	0	0
Gm13231	217	241	234	264
Gm13234	0	0	0	2
Gm13212	19	21	24	27
Gm13226	2	0	0	1
Gm21978	0	1	0	0
Zfp990	25	32	18	11
Gm13229	0	0	0	2
Gm13223	1	0	2	0
Gm42346	4	3	3	11
Gm13024	0	0	0	0
Tnfrsf8	41	51	60	70
Gm36233	0	0	2	3
Tnfrsf1b	6	13	11	19
Gm36317	0	0	0	0
Gm42344	2	3	6	7
Dhrs3	130	98	159	134
Vps13d	3127	3474	4318	4427
Gm46890	0	0	0	0
Prdx2-ps2	0	0	0	0
Aadacl4fm5	0	0	0	0
Gm25938	0	0	0	0
AAdacl4fm3	0	0	0	0
Aadacl4fm4	0	0	0	0
Aadacl4	0	0	0	0
Gm13127	122	142	171	208
Aadacl4fm2	0	1	0	0
Gm13126	0	0	0	0
Gm13121	0	0	0	0
Aadacl4fm1	0	0	0	0
Gm13118	0	0	0	0
Aadacl3	0	0	0	0
1700012P22Rik	376	376	402	423
Pramel13	114	137	208	402
Pramel15	0	0	0	0
Pramel31	0	0	0	0
Gm13130	0	0	0	0
Gm21012	0	0	0	0
Oog3	0	0	0	0
Gm13102	0	0	0	0
Pramel4	0	0	0	0
Gm13104	0	0	0	0
Gm13108	0	0	0	0
Pramel14	0	0	0	0
Pramel28	0	0	0	0
Pramel16	0	0	0	0
Gm13106	0	0	0	0
Gm13100	0	0	0	0
Pramel11	0	0	0	1
Pramel27	0	0	0	0
Pramel26	0	0	0	0
Pramel25	0	0	0	0
Pramel24	0	0	0	1
Pramel23	0	0	0	0
Gm46861	0	0	1	0
Gm13082	1	1	0	2
Pramel22	0	0	0	0
Pramel21	0	0	0	0
LOC100044633	0	0	0	1
Gm13080	0	0	0	0
Gm22039	0	0	0	0
Gm13039	0	1	0	0
Mir7021	0	2	0	1
Prdm2	11539	12505	13132	13460
Fhad1os1	0	0	0	0
Gm35295	2	4	1	0
Gm42338	2	1	2	1
Fhad1os2	6	12	10	9
Gm46874	1	1	2	2
Efhd2	248	270	295	297
Gm35034	3	1	2	2
Ctrcos	2	0	1	0
Ctrc	8	3	6	9
Cela2a	34	17	27	52
Casp9	506	583	816	718
Dnajc16	1601	1639	2135	2102
Agmat	1	1	2	2
Gm34863	9	23	13	12
Rsc1a1	0	0	0	0
Ddi2	883	919	1051	1025
Plekhm2	6596	6950	10468	9966
Slc25a34	8	14	15	28
AI507597	432	462	570	565
Tmem82	10	19	20	21
Fblim1	51	42	48	43
B330016D10Rik	66	79	143	144
Gm4123	28	32	42	44
Spen	10212	10708	12229	12868
Zbtb17	1694	1852	2427	2057
Gm42337	141	177	233	164
Srarp	1	1	4	2
Hspb7	488	526	794	828
Clcnkb	1	3	10	6
Gm34693	0	1	0	0
Clcnka	5	0	2	6
Fam131c	5	5	10	15
Gm13076	0	0	0	0
Epha2	32	52	52	91
Gm13056	0	0	0	0
Gm52686	0	0	0	0
Arhgef19	2	2	5	7
C630004L07Rik	0	0	0	0
Cplane2	112	113	121	86
Fbxo42	2082	2158	2810	2704
Szrd1	1446	1656	2533	2381
Spata21	2488	2827	4222	4447
Gm13047	2	1	0	0
Necap2	1413	1500	2093	2036
Crocc	398	474	844	1034
Mfap2	6	6	26	33
Atp13a2	983	1042	1117	1368
Sdhb	2762	3021	4166	3593
Gm13025	0	0	0	0
Gm42335	20	20	33	38
Arhgef10l	651	641	904	836
Gm13021	3	1	3	0
Gm13017	79	79	130	95
Gm13016	14	23	26	17
Gm34074	0	0	0	0
LOC115489911	37	60	42	46
Gm33895	2	7	2	4
Gm9867	39	51	55	35
Gm33542	2	3	1	0
Gm13029	10	4	9	5
Gm52685	51	57	76	46
Igsf21	7	8	15	12
Mir2139	0	0	0	0
Klhdc7a	2	6	5	5
4933427I22Rik	5	6	10	18
Gm1667	2	2	5	1
Gm46873	3	7	4	5
Pax7	8	8	9	11
Gm42334	0	1	0	1
Tas1r2	2	0	0	0
Mir7020	0	0	0	0
Aldh4a1	108	91	200	229
Iffo2	62	86	145	255
n-TVaac1	0	0	1	1
Ubr4	49173	52526	52951	51365
Emc1	2113	2353	3327	3239
Mrto4	3943	4127	5725	5302
Ccnd3-ps	35	36	69	68
Akr7a5	886	953	1678	1542
Slc66a1	117	128	204	222
Capzb	4340	4412	6039	5751
Gm16287	2	4	2	13
Hspe1-ps4	0	0	0	0
Gm33304	0	1	1	0
Micos10	1099	1193	1854	1872
Nbl1	15	15	21	36
Htr6	2	5	10	13
Gm33214	0	0	0	0
Tmco4	62	43	88	89
Rnf186	0	0	0	0
Gm42333	0	0	0	0
Gm52684	1	0	0	0
Gm33011	0	0	0	0
Gm18097	0	0	0	0
Otud3	3805	4148	5072	4576
Pla2g2e	1	0	0	1
Gm13030	0	0	0	0
Gm32930	316	315	231	247
Pla2g2a	0	0	0	0
Gm25280	0	0	2	1
Pla2g5	301	337	462	417
Pla2g2d	1	0	2	5
Gm32871	9	12	2	6
Gm42332	2	2	2	5
Pla2g2f	0	0	0	0
LOC115489908	2	0	7	2
Pla2g2c	1900	2222	3108	2614
Ubxn10	10155	10999	13043	12231
Gm32770	6	10	11	23
Gm32662	4	3	5	2
Vwa5b1	430	401	433	428
Gm32549	0	0	2	3
Camk2n1	2485	2775	3422	3414
Mul1	5916	6277	8781	7374
Rpl38-ps1	0	1	3	2
Fam43b	1	3	4	3
Cda	1	3	9	11
Mir7019	6	3	5	1
Pink1	11734	12216	16427	14404
Ddost	6787	7238	9883	9430
Kif17	2017	2186	3152	3369
Sh2d5	63	45	125	152
Hp1bp3	1209	1186	2019	2332
Mir6399	2	2	5	5
1700095J12Rik	60	58	47	73
Eif4g3	21698	22611	23108	23197
Gm52683	0	0	0	0
Gm13012	1	0	0	1
Ece1	285	298	545	880
Gm32079	0	1	0	0
Alpl	64	67	113	109
Gm52682	0	0	0	0
Rap1gapos	0	1	4	5
Rap1gap	190	200	277	446
Usp48	2755	2853	3512	3881
Ldlrad2	65	78	112	84
Mir7018	0	0	0	0
Hspg2	1444	1482	2690	3493
1700013G24Rik	915	968	1071	1173
Gm13010	1	2	1	0
Cela3b	0	4	0	0
Cela3a	0	0	0	0
Rpl31-ps10	3	1	0	5
Gm52681	83	66	103	102
